model,target_variable,forecast_date,target_end_date,horizon,location,location_name,wis,sharpness,underprediction,overprediction,ae_median,bias,cov_50,cov_95,n_quantiles
ECDC-norrsken_blue,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,618,150,0,468,1052,0.9,0,1,23
ECDC-norrsken_blue,inc case,2024-01-08,2024-01-20,2,LU,Luxembourg,143,93,0,49,260,0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,55,43,0,12,77,0.4,1,1,23
ECDC-norrsken_green,inc case,2023-12-25,2024-01-20,4,LU,Luxembourg,284,98,0,186,449,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,364,120,0,243,567,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-08,2024-01-20,2,LU,Luxembourg,121,45,0,76,208,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,95,18,0,77,138,0.9,0,1,23
EuroCOVIDhub-baseline,inc case,2023-12-25,2024-01-20,4,LU,Luxembourg,330,254,0,76,505,0.4,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,313,218,0,95,505,0.4,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-08,2024-01-20,2,LU,Luxembourg,310,175,0,135,533,0.5,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,141,109,0,32,185,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-12-25,2024-01-20,4,LU,Luxembourg,338,143,0,195,503,0.9,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,364,152,0,212,505,0.9,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-08,2024-01-20,2,LU,Luxembourg,151,89,0,61,260,0.5,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,88,46,0,42,161,0.6,0,1,23
Lydia-SARIMA,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,328,317,0,11,246,0.1,1,1,23
Lydia-SARIMA,inc case,2024-01-08,2024-01-20,2,LU,Luxembourg,335,307,0,28,376,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,241,225,0,16,237,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,330,319,0,12,265,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-01-08,2024-01-20,2,LU,Luxembourg,332,302,0,31,399,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,241,224,0,17,246,0.2,1,1,23
epiforecasts-tsensemble,inc case,2023-12-25,2024-01-20,4,LU,Luxembourg,281,80,0,202,502,0.9,0,1,23
epiforecasts-tsensemble,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,288,77,0,211,500,0.9,0,1,23
epiforecasts-tsensemble,inc case,2024-01-15,2024-01-20,1,LU,Luxembourg,124,52,0,72,241,0.7,0,1,23
epiforecasts-weeklygrowth,inc case,2024-01-01,2024-01-20,3,LU,Luxembourg,368,237,0,131,443,0.8,0,1,23
ECDC-norrsken_blue,inc case,2024-01-01,2024-01-27,4,LU,Luxembourg,664,184,0,480,1156,0.9,0,1,23
ECDC-norrsken_blue,inc case,2024-01-08,2024-01-27,3,LU,Luxembourg,144,110,0,34,239,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,62,58,0,5,54,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,49,45,0,4,52,0.2,1,1,23
ECDC-norrsken_green,inc case,2024-01-01,2024-01-27,4,LU,Luxembourg,362,146,0,215,564,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-08,2024-01-27,3,LU,Luxembourg,103,55,0,48,176,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,92,26,0,67,137,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,20,17,0,3,26,0.3,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-01,2024-01-27,4,LU,Luxembourg,330,255,0,75,502,0.4,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-08,2024-01-27,3,LU,Luxembourg,321,218,0,102,530,0.4,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,172,152,0,20,182,0.3,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,109,102,0,7,84,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-01,2024-01-27,4,LU,Luxembourg,366,180,0,186,504,0.8,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-08,2024-01-27,3,LU,Luxembourg,148,108,0,40,239,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,91,60,0,31,160,0.5,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,57,49,0,8,84,0.3,1,1,23
Lydia-SARIMA,inc case,2024-01-08,2024-01-27,3,LU,Luxembourg,364,340,0,24,388,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,306,289,0,17,286,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,225,215,0,9,195,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-08,2024-01-27,3,LU,Luxembourg,354,332,0,21,345,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,305,289,0,15,274,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,226,215,0,11,206,0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,60,45,0,15,90,0.5,1,1,23
epiforecasts-tsensemble,inc case,2024-01-01,2024-01-27,4,LU,Luxembourg,272,86,0,186,504,0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-01-15,2024-01-27,2,LU,Luxembourg,135,60,0,75,257,0.7,0,1,23
epiforecasts-tsensemble,inc case,2024-01-22,2024-01-27,1,LU,Luxembourg,92,47,0,45,177,0.6,0,1,23
epiforecasts-weeklygrowth,inc case,2024-01-01,2024-01-27,4,LU,Luxembourg,415,298,0,117,436,0.8,0,1,23
ECDC-norrsken_blue,inc case,2024-01-08,2024-02-03,4,LU,Luxembourg,162,123,0,39,255,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,75,71,0,4,51,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,66,61,0,5,67,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,31,31,0,0,6,-0.1,1,1,23
ECDC-norrsken_green,inc case,2024-01-08,2024-02-03,4,LU,Luxembourg,102,65,0,37,165,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,106,34,0,73,154,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,26,23,0,3,29,0.3,1,1,23
ECDC-norrsken_green,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,9,8,0,1,9,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-08,2024-02-03,4,LU,Luxembourg,345,255,0,89,546,0.4,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,205,188,0,17,198,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,149,142,0,7,100,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,102,98,0,4,56,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-08,2024-02-03,4,LU,Luxembourg,163,122,0,40,255,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,97,69,0,28,176,0.5,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,59,53,0,6,72,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,35,33,0,2,31,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,347,329,0,18,327,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,292,280,0,13,247,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,213,207,0,6,147,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,349,331,0,18,327,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,291,278,0,13,267,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,211,205,0,6,143,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,54,43,0,11,72,0.4,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,34,32,0,2,31,0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-01-15,2024-02-03,3,LU,Luxembourg,127,63,0,64,246,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-01-22,2024-02-03,2,LU,Luxembourg,98,52,0,46,183,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-01-29,2024-02-03,1,LU,Luxembourg,80,46,0,35,149,0.6,0,1,23
ECDC-norrsken_blue,inc case,2024-01-15,2024-02-10,4,LU,Luxembourg,89,83,0,6,68,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,87,76,0,11,107,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,43,42,0,0,9,0.1,1,1,23
ECDC-norrsken_blue,inc case,2024-02-05,2024-02-10,1,LU,Luxembourg,33,31,0,2,25,0.2,1,1,23
ECDC-norrsken_green,inc case,2024-01-15,2024-02-10,4,LU,Luxembourg,133,43,0,90,187,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,36,28,0,7,49,0.4,1,1,23
ECDC-norrsken_green,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,16,10,0,6,31,0.5,1,1,23
ECDC-norrsken_green,inc case,2024-02-05,2024-02-10,1,LU,Luxembourg,20,8,0,12,40,0.7,0,1,23
EuroCOVIDhub-baseline,inc case,2024-01-15,2024-02-10,4,LU,Luxembourg,236,218,0,18,229,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,183,175,0,8,131,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,141,136,0,5,87,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-05,2024-02-10,1,LU,Luxembourg,96,94,0,2,44,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-15,2024-02-10,4,LU,Luxembourg,115,79,0,36,208,0.5,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,74,62,0,12,107,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,40,36,0,4,36,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-05,2024-02-10,1,LU,Luxembourg,35,33,0,3,40,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,333,318,0,15,293,0.2,1,1,23
Lydia-SARIMA,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,279,270,0,9,216,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,333,315,0,17,311,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,279,269,0,10,240,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,50,37,0,13,72,0.5,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,34,30,0,4,36,0.3,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-05,2024-02-10,1,LU,Luxembourg,18,14,3,0,25,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-01-15,2024-02-10,4,LU,Luxembourg,144,70,0,75,276,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-01-22,2024-02-10,3,LU,Luxembourg,105,57,0,48,193,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-01-29,2024-02-10,2,LU,Luxembourg,95,50,0,44,183,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-02-05,2024-02-10,1,LU,Luxembourg,45,42,0,4,41,0.2,1,1,23
ECDC-norrsken_blue,inc case,2024-01-22,2024-02-17,4,LU,Luxembourg,123,92,0,31,182,0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,59,53,0,7,56,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-05,2024-02-17,2,LU,Luxembourg,52,42,0,10,62,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,51,31,0,20,78,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-01-22,2024-02-17,4,LU,Luxembourg,58,34,0,25,92,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,42,12,0,30,76,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-02-05,2024-02-17,2,LU,Luxembourg,50,10,0,40,84,1,0,0,23
ECDC-norrsken_green,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,63,8,0,55,93,1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-01-22,2024-02-17,4,LU,Luxembourg,216,204,0,13,184,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,179,169,0,9,140,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-05,2024-02-17,2,LU,Luxembourg,137,130,0,7,97,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,66,48,0,18,84,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-22,2024-02-17,4,LU,Luxembourg,102,74,0,28,182,0.6,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,61,44,0,16,76,0.6,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-05,2024-02-17,2,LU,Luxembourg,52,42,0,10,84,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,46,30,0,16,81,0.5,1,1,23
Lydia-SARIMA,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,327,311,0,15,313,0.2,1,1,23
Lydia-SARIMA,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,196,189,0,7,154,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,329,311,0,17,325,0.2,1,1,23
Lydia-simpleARIMA,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,198,191,0,6,145,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-22,2024-02-17,4,LU,Luxembourg,60,34,0,25,99,0.7,0,1,23
epiforecasts-EpiNow2,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,43,27,0,16,71,0.6,0,1,23
epiforecasts-EpiNow2,inc case,2024-02-05,2024-02-17,2,LU,Luxembourg,13,13,0,0,8,0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,14,11,0,2,18,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-01-22,2024-02-17,4,LU,Luxembourg,132,65,0,67,249,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-01-29,2024-02-17,3,LU,Luxembourg,124,54,0,70,247,0.7,0,1,23
epiforecasts-tsensemble,inc case,2024-02-05,2024-02-17,2,LU,Luxembourg,62,51,0,12,93,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-02-12,2024-02-17,1,LU,Luxembourg,48,34,0,15,81,0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-01-29,2024-02-24,4,LU,Luxembourg,72,63,0,9,74,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-05,2024-02-24,3,LU,Luxembourg,64,53,0,11,71,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,58,42,0,16,77,0.6,0,1,23
ECDC-norrsken_blue,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,44,30,0,14,65,0.6,0,1,23
ECDC-norrsken_green,inc case,2024-01-29,2024-02-24,4,LU,Luxembourg,47,14,0,33,83,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-02-05,2024-02-24,3,LU,Luxembourg,54,12,0,42,91,1,0,0,23
ECDC-norrsken_green,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,65,10,0,54,99,1,0,0,23
ECDC-norrsken_green,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,18,5,0,13,28,0.9,0,1,23
ECDC-soca_simplex,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,42,3,0,40,51,1,0,0,23
EuroCOVIDhub-baseline,inc case,2024-01-29,2024-02-24,4,LU,Luxembourg,205,196,0,9,155,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-05,2024-02-24,3,LU,Luxembourg,167,161,0,6,112,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,102,91,0,10,99,0.3,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,71,48,0,23,99,0.5,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-01-29,2024-02-24,4,LU,Luxembourg,69,54,0,15,83,0.6,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-05,2024-02-24,3,LU,Luxembourg,60,48,0,12,91,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,55,39,0,16,99,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,30,17,0,12,58,0.5,1,1,23
Lydia-SARIMA,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,258,248,0,9,217,0.1,1,1,23
Lydia-SARIMA,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,201,194,0,7,163,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,256,248,0,9,200,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,197,190,0,7,168,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-01-29,2024-02-24,4,LU,Luxembourg,38,24,0,14,63,0.6,0,1,23
epiforecasts-EpiNow2,inc case,2024-02-05,2024-02-24,3,LU,Luxembourg,11,10,0,0,7,0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,12,10,0,2,15,0.4,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,11,9,0,2,14,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-01-29,2024-02-24,4,LU,Luxembourg,124,62,0,62,248,0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-02-05,2024-02-24,3,LU,Luxembourg,72,54,0,19,122,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-02-12,2024-02-24,2,LU,Luxembourg,64,41,0,23,123,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-02-19,2024-02-24,1,LU,Luxembourg,40,28,0,12,71,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-05,2024-03-02,4,LU,Luxembourg,72,63,0,9,73,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,63,53,0,11,70,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,49,40,0,9,58,0.4,1,1,23
ECDC-norrsken_blue,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,15,8,7,0,28,-0.5,1,1,23
ECDC-norrsken_green,inc case,2024-02-05,2024-03-02,4,LU,Luxembourg,47,14,0,32,82,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,53,12,0,41,90,1,0,0,23
ECDC-norrsken_green,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,8,6,0,3,13,0.5,1,1,23
ECDC-norrsken_green,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,4,2,1,0,6,-0.4,1,1,23
ECDC-soca_simplex,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,49,6,0,43,65,1,0,0,23
ECDC-soca_simplex,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,8,2,0,6,14,0.9,0,1,23
EuroCOVIDhub-baseline,inc case,2024-02-05,2024-03-02,4,LU,Luxembourg,194,189,0,5,111,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,134,128,0,7,98,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,102,91,0,10,98,0.3,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,42,41,0,1,14,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-05,2024-03-02,4,LU,Luxembourg,64,55,0,9,82,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,54,45,0,9,81,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,32,23,0,9,62,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,6,6,1,0,4,-0.3,1,1,23
Lydia-SARIMA,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,295,286,0,9,208,0.1,1,1,23
Lydia-SARIMA,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,263,253,0,10,225,0.1,1,1,23
Lydia-SARIMA,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,170,168,0,2,49,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,299,288,0,11,250,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,260,251,0,9,208,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,166,165,0,1,24,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-05,2024-03-02,4,LU,Luxembourg,10,10,0,0,3,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,8,8,0,0,3,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,8,8,0,0,1,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,5,5,0,0,3,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-02-05,2024-03-02,4,LU,Luxembourg,74,57,0,16,125,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-02-12,2024-03-02,3,LU,Luxembourg,56,47,0,10,81,0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-02-19,2024-03-02,2,LU,Luxembourg,43,32,0,11,68,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-02-26,2024-03-02,1,LU,Luxembourg,10,8,2,0,15,-0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-02-12,2024-03-09,4,LU,Luxembourg,75,63,0,12,83,0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,61,50,0,11,70,0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,15,8,6,0,25,-0.5,1,1,23
ECDC-norrsken_blue,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,8,6,1,0,10,-0.3,1,1,23
ECDC-norrsken_green,inc case,2024-02-12,2024-03-09,4,LU,Luxembourg,54,14,0,40,92,0.9,0,1,23
ECDC-norrsken_green,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,8,6,0,2,12,0.5,1,1,23
ECDC-norrsken_green,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,4,2,1,0,6,-0.4,1,1,23
ECDC-norrsken_green,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,1,1,0,0,0,0,1,1,23
ECDC-soca_simplex,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,50,5,0,45,63,1,0,0,23
ECDC-soca_simplex,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,13,1,0,12,17,1,0,0,23
ECDC-soca_simplex,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,0,0,0,0,0,0,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-12,2024-03-09,4,LU,Luxembourg,164,158,0,6,108,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,135,127,0,8,108,0.2,1,1,23
EuroCOVIDhub-baseline,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,80,79,0,1,24,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,39,39,0,0,9,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-12,2024-03-09,4,LU,Luxembourg,61,49,0,12,92,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,33,25,0,8,66,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,7,6,0,0,4,-0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,6,5,1,0,8,-0.2,1,1,23
Lydia-SARIMA,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,305,293,0,12,277,0.1,1,1,23
Lydia-SARIMA,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,232,228,0,4,96,0.1,1,1,23
Lydia-SARIMA,inc case,2024-03-04,2024-03-09,1,LU,Luxembourg,175,172,0,3,64,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-19,2024-03-09,3,LU,Luxembourg,299,289,0,10,236,0.1,1,1,23
Lydia-simpleARIMA,inc case,2024-02-26,2024-03-09,2,LU,Luxembourg,225,222,0,3,69,0.1,1,1,23
