weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,compare_against,mean_scores_ratio,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.84,0.52,0.92,-0.02,1342,32,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.71,0.52,0.92,-0.02,1342,32,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,EuroCOVIDhub-mean,0.78,0.52,0.92,-0.02,1342,32,NA
All,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,EuroCOVIDhub-baseline,1,0.52,0.92,-0.02,1342,32,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.62,1.3,EuroCOVIDhub-baseline,1.29,0.62,0.96,0.11,1242,32,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.62,1.3,EuroCOVIDhub-median,2.38,0.62,0.96,0.11,1242,32,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.62,1.3,EuroCOVIDhub-All_relative_skill_weighted_median,2.41,0.62,0.96,0.11,1242,32,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.62,1.3,EuroCOVIDhub-All_relative_skill_weighted_mean,2.25,0.62,0.96,0.11,1242,32,NA
All,EuroCOVIDhub-mean,inc death,2,Overall,0.62,1.3,EuroCOVIDhub-mean,1,0.62,0.96,0.11,1242,32,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.59,0.54,EuroCOVIDhub-baseline,0.54,0.57,0.95,0.02,1242,32,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.59,0.54,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.57,0.95,0.02,1242,32,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.59,0.54,EuroCOVIDhub-All_relative_skill_weighted_mean,0.91,0.57,0.95,0.02,1242,32,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.59,0.54,EuroCOVIDhub-mean,0.42,0.57,0.95,0.02,1242,32,NA
All,EuroCOVIDhub-median,inc death,2,Overall,0.59,0.54,EuroCOVIDhub-median,1,0.57,0.95,0.02,1242,32,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.7,0.65,EuroCOVIDhub-mean,0.55,0.55,0.92,0.13,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.7,0.65,EuroCOVIDhub-baseline,0.65,0.55,0.92,0.13,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.7,0.65,EuroCOVIDhub-All_relative_skill_weighted_median,1.14,0.55,0.92,0.13,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.7,0.65,EuroCOVIDhub-median,1.22,0.55,0.92,0.13,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,Overall,0.7,0.65,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.55,0.92,0.13,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.64,0.57,EuroCOVIDhub-mean,0.49,0.52,0.94,0.06,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.64,0.57,EuroCOVIDhub-baseline,0.57,0.52,0.94,0.06,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.64,0.57,EuroCOVIDhub-median,1.07,0.52,0.94,0.06,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.64,0.57,EuroCOVIDhub-All_relative_skill_weighted_mean,0.88,0.52,0.94,0.06,1118,30,NA
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,Overall,0.64,0.57,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.52,0.94,0.06,1118,30,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,EuroCOVIDhub-median,1.85,0.57,0.89,-0.02,1313,31,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.75,0.57,0.89,-0.02,1313,31,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.54,0.57,0.89,-0.02,1313,31,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,EuroCOVIDhub-mean,0.85,0.57,0.89,-0.02,1313,31,NA
All,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,EuroCOVIDhub-baseline,1,0.57,0.89,-0.02,1313,31,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.69,1.17,EuroCOVIDhub-baseline,1.17,0.58,0.94,0.15,1209,31,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.69,1.17,EuroCOVIDhub-median,2.17,0.58,0.94,0.15,1209,31,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.69,1.17,EuroCOVIDhub-All_relative_skill_weighted_median,2.06,0.58,0.94,0.15,1209,31,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.69,1.17,EuroCOVIDhub-All_relative_skill_weighted_mean,1.81,0.58,0.94,0.15,1209,31,NA
All,EuroCOVIDhub-mean,inc death,3,Overall,0.69,1.17,EuroCOVIDhub-mean,1,0.58,0.94,0.15,1209,31,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.6,0.54,EuroCOVIDhub-baseline,0.54,0.54,0.94,0.01,1209,31,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.6,0.54,EuroCOVIDhub-All_relative_skill_weighted_median,0.93,0.54,0.94,0.01,1209,31,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.6,0.54,EuroCOVIDhub-All_relative_skill_weighted_mean,0.82,0.54,0.94,0.01,1209,31,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.6,0.54,EuroCOVIDhub-mean,0.46,0.54,0.94,0.01,1209,31,NA
All,EuroCOVIDhub-median,inc death,3,Overall,0.6,0.54,EuroCOVIDhub-median,1,0.54,0.94,0.01,1209,31,NA
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,AT,1.63,1.39,EuroCOVIDhub-All_relative_skill_weighted_median,1.02,0.7,0.9,-0.03,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,AT,1.63,1.39,EuroCOVIDhub-mean,1.07,0.7,0.9,-0.03,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,AT,1.63,1.39,EuroCOVIDhub-median,1.12,0.7,0.9,-0.03,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,AT,1.63,1.39,EuroCOVIDhub-baseline,1.39,0.7,0.9,-0.03,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,AT,1.63,1.39,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.7,0.9,-0.03,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,AT,1.6,1.36,EuroCOVIDhub-mean,1.05,0.7,0.9,-0.06,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,AT,1.6,1.36,EuroCOVIDhub-median,1.09,0.7,0.9,-0.06,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,AT,1.6,1.36,EuroCOVIDhub-baseline,1.36,0.7,0.9,-0.06,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,AT,1.6,1.36,EuroCOVIDhub-All_relative_skill_weighted_mean,0.98,0.7,0.9,-0.06,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,AT,1.6,1.36,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.7,0.9,-0.06,20,1,Austria
All,EuroCOVIDhub-baseline,inc case,1,AT,1,1,EuroCOVIDhub-median,0.81,0.25,0.96,-0.13,24,1,Austria
All,EuroCOVIDhub-baseline,inc case,1,AT,1,1,EuroCOVIDhub-mean,0.78,0.25,0.96,-0.13,24,1,Austria
All,EuroCOVIDhub-baseline,inc case,1,AT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.74,0.25,0.96,-0.13,24,1,Austria
All,EuroCOVIDhub-baseline,inc case,1,AT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.72,0.25,0.96,-0.13,24,1,Austria
All,EuroCOVIDhub-baseline,inc case,1,AT,1,1,EuroCOVIDhub-baseline,1,0.25,0.96,-0.13,24,1,Austria
All,EuroCOVIDhub-mean,inc case,1,AT,1.43,1.29,EuroCOVIDhub-median,1.04,0.7,0.9,0.01,20,1,Austria
All,EuroCOVIDhub-mean,inc case,1,AT,1.43,1.29,EuroCOVIDhub-baseline,1.29,0.7,0.9,0.01,20,1,Austria
All,EuroCOVIDhub-mean,inc case,1,AT,1.43,1.29,EuroCOVIDhub-All_relative_skill_weighted_median,0.95,0.7,0.9,0.01,20,1,Austria
All,EuroCOVIDhub-mean,inc case,1,AT,1.43,1.29,EuroCOVIDhub-All_relative_skill_weighted_mean,0.93,0.7,0.9,0.01,20,1,Austria
All,EuroCOVIDhub-mean,inc case,1,AT,1.43,1.29,EuroCOVIDhub-mean,1,0.7,0.9,0.01,20,1,Austria
All,EuroCOVIDhub-median,inc case,1,AT,1.36,1.24,EuroCOVIDhub-baseline,1.24,0.75,0.9,0.03,20,1,Austria
All,EuroCOVIDhub-median,inc case,1,AT,1.36,1.24,EuroCOVIDhub-mean,0.96,0.75,0.9,0.03,20,1,Austria
All,EuroCOVIDhub-median,inc case,1,AT,1.36,1.24,EuroCOVIDhub-All_relative_skill_weighted_median,0.91,0.75,0.9,0.03,20,1,Austria
All,EuroCOVIDhub-median,inc case,1,AT,1.36,1.24,EuroCOVIDhub-All_relative_skill_weighted_mean,0.89,0.75,0.9,0.03,20,1,Austria
All,EuroCOVIDhub-median,inc case,1,AT,1.36,1.24,EuroCOVIDhub-median,1,0.75,0.9,0.03,20,1,Austria
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.8,0.63,EuroCOVIDhub-baseline,0.63,0.44,0.83,-0.13,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.8,0.63,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.44,0.83,-0.13,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.8,0.63,EuroCOVIDhub-median,0.99,0.44,0.83,-0.13,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.8,0.63,EuroCOVIDhub-mean,1.04,0.44,0.83,-0.13,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,BE,0.8,0.63,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.44,0.83,-0.13,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.8,0.65,EuroCOVIDhub-baseline,0.65,0.42,0.83,-0.12,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.8,0.65,EuroCOVIDhub-median,1.02,0.42,0.83,-0.12,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.8,0.65,EuroCOVIDhub-mean,1.08,0.42,0.83,-0.12,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.8,0.65,EuroCOVIDhub-All_relative_skill_weighted_mean,1.03,0.42,0.83,-0.12,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,BE,0.8,0.65,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.42,0.83,-0.12,48,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,EuroCOVIDhub-mean,1.67,0.33,0.81,-0.1,52,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.6,0.33,0.81,-0.1,52,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,EuroCOVIDhub-median,1.57,0.33,0.81,-0.1,52,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.55,0.33,0.81,-0.1,52,1,Belgium
All,EuroCOVIDhub-baseline,inc case,1,BE,1,1,EuroCOVIDhub-baseline,1,0.33,0.81,-0.1,52,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.79,0.6,EuroCOVIDhub-baseline,0.6,0.48,0.9,-0.11,48,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.79,0.6,EuroCOVIDhub-median,0.94,0.48,0.9,-0.11,48,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.79,0.6,EuroCOVIDhub-All_relative_skill_weighted_mean,0.96,0.48,0.9,-0.11,48,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.79,0.6,EuroCOVIDhub-All_relative_skill_weighted_median,0.93,0.48,0.9,-0.11,48,1,Belgium
All,EuroCOVIDhub-mean,inc case,1,BE,0.79,0.6,EuroCOVIDhub-mean,1,0.48,0.9,-0.11,48,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.85,0.64,EuroCOVIDhub-baseline,0.64,0.44,0.88,-0.09,48,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.85,0.64,EuroCOVIDhub-mean,1.06,0.44,0.88,-0.09,48,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.85,0.64,EuroCOVIDhub-All_relative_skill_weighted_mean,1.01,0.44,0.88,-0.09,48,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.85,0.64,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.44,0.88,-0.09,48,1,Belgium
All,EuroCOVIDhub-median,inc case,1,BE,0.85,0.64,EuroCOVIDhub-median,1,0.44,0.88,-0.09,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.89,0.77,EuroCOVIDhub-baseline,0.77,0.45,0.72,-0.08,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.89,0.77,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.45,0.72,-0.08,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.89,0.77,EuroCOVIDhub-median,1.03,0.45,0.72,-0.08,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.89,0.77,EuroCOVIDhub-mean,1.06,0.45,0.72,-0.08,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,BE,0.89,0.77,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.45,0.72,-0.08,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.9,0.79,EuroCOVIDhub-baseline,0.79,0.45,0.72,-0.09,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.9,0.79,EuroCOVIDhub-median,1.06,0.45,0.72,-0.09,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.9,0.79,EuroCOVIDhub-mean,1.08,0.45,0.72,-0.09,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.9,0.79,EuroCOVIDhub-All_relative_skill_weighted_mean,1.02,0.45,0.72,-0.09,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,BE,0.9,0.79,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.45,0.72,-0.09,47,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,EuroCOVIDhub-mean,1.38,0.33,0.8,-0.04,51,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,EuroCOVIDhub-median,1.35,0.33,0.8,-0.04,51,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.3,0.33,0.8,-0.04,51,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.27,0.33,0.8,-0.04,51,1,Belgium
All,EuroCOVIDhub-baseline,inc case,2,BE,1,1,EuroCOVIDhub-baseline,1,0.33,0.8,-0.04,51,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.87,0.73,EuroCOVIDhub-baseline,0.73,0.49,0.79,-0.06,47,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.87,0.73,EuroCOVIDhub-median,0.98,0.49,0.79,-0.06,47,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.87,0.73,EuroCOVIDhub-All_relative_skill_weighted_mean,0.94,0.49,0.79,-0.06,47,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.87,0.73,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.49,0.79,-0.06,47,1,Belgium
All,EuroCOVIDhub-mean,inc case,2,BE,0.87,0.73,EuroCOVIDhub-mean,1,0.49,0.79,-0.06,47,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.93,0.74,EuroCOVIDhub-baseline,0.74,0.49,0.77,-0.08,47,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.93,0.74,EuroCOVIDhub-mean,1.02,0.49,0.77,-0.08,47,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.93,0.74,EuroCOVIDhub-All_relative_skill_weighted_mean,0.97,0.49,0.77,-0.08,47,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.93,0.74,EuroCOVIDhub-All_relative_skill_weighted_median,0.95,0.49,0.77,-0.08,47,1,Belgium
All,EuroCOVIDhub-median,inc case,2,BE,0.93,0.74,EuroCOVIDhub-median,1,0.49,0.77,-0.08,47,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.91,0.85,EuroCOVIDhub-baseline,0.85,0.41,0.67,-0.03,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.91,0.85,EuroCOVIDhub-All_relative_skill_weighted_median,1.02,0.41,0.67,-0.03,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.91,0.85,EuroCOVIDhub-mean,1.04,0.41,0.67,-0.03,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.91,0.85,EuroCOVIDhub-median,1.05,0.41,0.67,-0.03,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,BE,0.91,0.85,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.41,0.67,-0.03,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.9,0.83,EuroCOVIDhub-baseline,0.83,0.43,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.9,0.83,EuroCOVIDhub-mean,1.02,0.43,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.9,0.83,EuroCOVIDhub-median,1.04,0.43,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.9,0.83,EuroCOVIDhub-All_relative_skill_weighted_mean,0.98,0.43,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,BE,0.9,0.83,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.43,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,EuroCOVIDhub-median,1.24,0.34,0.7,-0.09,50,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,EuroCOVIDhub-mean,1.22,0.34,0.7,-0.09,50,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.2,0.34,0.7,-0.09,50,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.18,0.34,0.7,-0.09,50,1,Belgium
All,EuroCOVIDhub-baseline,inc case,3,BE,1,1,EuroCOVIDhub-baseline,1,0.34,0.7,-0.09,50,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.89,0.82,EuroCOVIDhub-baseline,0.82,0.48,0.7,-0.02,46,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.89,0.82,EuroCOVIDhub-median,1.02,0.48,0.7,-0.02,46,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.89,0.82,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.48,0.7,-0.02,46,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.89,0.82,EuroCOVIDhub-All_relative_skill_weighted_mean,0.97,0.48,0.7,-0.02,46,1,Belgium
All,EuroCOVIDhub-mean,inc case,3,BE,0.89,0.82,EuroCOVIDhub-mean,1,0.48,0.7,-0.02,46,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.88,0.8,EuroCOVIDhub-baseline,0.8,0.52,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.88,0.8,EuroCOVIDhub-mean,0.98,0.52,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.88,0.8,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.52,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.88,0.8,EuroCOVIDhub-All_relative_skill_weighted_mean,0.95,0.52,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-median,inc case,3,BE,0.88,0.8,EuroCOVIDhub-median,1,0.52,0.7,-0.08,46,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,1.09,0.98,EuroCOVIDhub-baseline,0.98,0.38,0.73,-0.02,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,1.09,0.98,EuroCOVIDhub-mean,1.04,0.38,0.73,-0.02,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,1.09,0.98,EuroCOVIDhub-All_relative_skill_weighted_median,1.08,0.38,0.73,-0.02,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,1.09,0.98,EuroCOVIDhub-median,1.18,0.38,0.73,-0.02,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,BE,1.09,0.98,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.38,0.73,-0.02,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,1,0.9,EuroCOVIDhub-baseline,0.9,0.38,0.73,-0.07,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,1,0.9,EuroCOVIDhub-mean,0.96,0.38,0.73,-0.07,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,1,0.9,EuroCOVIDhub-median,1.09,0.38,0.73,-0.07,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,1,0.9,EuroCOVIDhub-All_relative_skill_weighted_mean,0.92,0.38,0.73,-0.07,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,BE,1,0.9,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.38,0.73,-0.07,45,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,EuroCOVIDhub-median,1.2,0.33,0.71,-0.1,49,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.11,0.33,0.71,-0.1,49,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,EuroCOVIDhub-mean,1.06,0.33,0.71,-0.1,49,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.02,0.33,0.71,-0.1,49,1,Belgium
All,EuroCOVIDhub-baseline,inc case,4,BE,1,1,EuroCOVIDhub-baseline,1,0.33,0.71,-0.1,49,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,1.05,0.94,EuroCOVIDhub-baseline,0.94,0.36,0.69,-0.01,45,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,1.05,0.94,EuroCOVIDhub-median,1.13,0.36,0.69,-0.01,45,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,1.05,0.94,EuroCOVIDhub-All_relative_skill_weighted_median,1.04,0.36,0.69,-0.01,45,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,1.05,0.94,EuroCOVIDhub-All_relative_skill_weighted_mean,0.96,0.36,0.69,-0.01,45,1,Belgium
All,EuroCOVIDhub-mean,inc case,4,BE,1.05,0.94,EuroCOVIDhub-mean,1,0.36,0.69,-0.01,45,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.91,0.83,EuroCOVIDhub-baseline,0.83,0.44,0.71,-0.14,45,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.91,0.83,EuroCOVIDhub-All_relative_skill_weighted_median,0.92,0.44,0.71,-0.14,45,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.91,0.83,EuroCOVIDhub-mean,0.88,0.44,0.71,-0.14,45,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.91,0.83,EuroCOVIDhub-All_relative_skill_weighted_mean,0.85,0.44,0.71,-0.14,45,1,Belgium
All,EuroCOVIDhub-median,inc case,4,BE,0.91,0.83,EuroCOVIDhub-median,1,0.44,0.71,-0.14,45,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.82,0.69,EuroCOVIDhub-baseline,0.69,0.71,0.98,0,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.82,0.69,EuroCOVIDhub-All_relative_skill_weighted_median,1.03,0.71,0.98,0,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.82,0.69,EuroCOVIDhub-mean,1.06,0.71,0.98,0,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.82,0.69,EuroCOVIDhub-median,1.08,0.71,0.98,0,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,BE,0.82,0.69,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.71,0.98,0,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.82,0.67,EuroCOVIDhub-baseline,0.67,0.6,0.98,-0.03,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.82,0.67,EuroCOVIDhub-mean,1.03,0.6,0.98,-0.03,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.82,0.67,EuroCOVIDhub-median,1.05,0.6,0.98,-0.03,48,1,Belgium
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,BE,0.82,0.67,EuroCOVIDhub-All_relative_skill_weighted_mean,0.97,0.6,0.98,-0.03,48,1,Belgium
