weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,compare_against,mean_scores_ratio,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-baseline,inc case,3,MT,1,1,EuroCOVIDhub-baseline,1,0.34,0.78,0.19,50,1,Malta
All,EuroCOVIDhub-mean,inc case,3,MT,2.06,1.88,EuroCOVIDhub-baseline,1.88,0.3,0.54,0.26,46,1,Malta
All,EuroCOVIDhub-mean,inc case,3,MT,2.06,1.88,EuroCOVIDhub-median,1.91,0.3,0.54,0.26,46,1,Malta
All,EuroCOVIDhub-mean,inc case,3,MT,2.06,1.88,EuroCOVIDhub-All_relative_skill_weighted_median,1.57,0.3,0.54,0.26,46,1,Malta
All,EuroCOVIDhub-mean,inc case,3,MT,2.06,1.88,EuroCOVIDhub-All_relative_skill_weighted_mean,1.2,0.3,0.54,0.26,46,1,Malta
All,EuroCOVIDhub-mean,inc case,3,MT,2.06,1.88,EuroCOVIDhub-mean,1,0.3,0.54,0.26,46,1,Malta
All,EuroCOVIDhub-median,inc case,3,MT,1.04,0.99,EuroCOVIDhub-baseline,0.99,0.41,0.72,-0.06,46,1,Malta
All,EuroCOVIDhub-median,inc case,3,MT,1.04,0.99,EuroCOVIDhub-All_relative_skill_weighted_median,0.82,0.41,0.72,-0.06,46,1,Malta
All,EuroCOVIDhub-median,inc case,3,MT,1.04,0.99,EuroCOVIDhub-All_relative_skill_weighted_mean,0.63,0.41,0.72,-0.06,46,1,Malta
All,EuroCOVIDhub-median,inc case,3,MT,1.04,0.99,EuroCOVIDhub-mean,0.52,0.41,0.72,-0.06,46,1,Malta
All,EuroCOVIDhub-median,inc case,3,MT,1.04,0.99,EuroCOVIDhub-median,1,0.41,0.72,-0.06,46,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,MT,2.13,1.95,EuroCOVIDhub-mean,0.74,0.27,0.53,0.12,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,MT,2.13,1.95,EuroCOVIDhub-All_relative_skill_weighted_median,1.63,0.27,0.53,0.12,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,MT,2.13,1.95,EuroCOVIDhub-baseline,1.95,0.27,0.53,0.12,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,MT,2.13,1.95,EuroCOVIDhub-median,2.28,0.27,0.53,0.12,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,MT,2.13,1.95,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.27,0.53,0.12,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,MT,1.28,1.2,EuroCOVIDhub-mean,0.46,0.4,0.64,-0.01,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,MT,1.28,1.2,EuroCOVIDhub-baseline,1.2,0.4,0.64,-0.01,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,MT,1.28,1.2,EuroCOVIDhub-median,1.4,0.4,0.64,-0.01,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,MT,1.28,1.2,EuroCOVIDhub-All_relative_skill_weighted_mean,0.62,0.4,0.64,-0.01,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,MT,1.28,1.2,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.4,0.64,-0.01,45,1,Malta
All,EuroCOVIDhub-baseline,inc case,4,MT,1,1,EuroCOVIDhub-median,1.17,0.37,0.73,0.14,49,1,Malta
All,EuroCOVIDhub-baseline,inc case,4,MT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,0.83,0.37,0.73,0.14,49,1,Malta
All,EuroCOVIDhub-baseline,inc case,4,MT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.51,0.37,0.73,0.14,49,1,Malta
All,EuroCOVIDhub-baseline,inc case,4,MT,1,1,EuroCOVIDhub-mean,0.38,0.37,0.73,0.14,49,1,Malta
All,EuroCOVIDhub-baseline,inc case,4,MT,1,1,EuroCOVIDhub-baseline,1,0.37,0.73,0.14,49,1,Malta
All,EuroCOVIDhub-mean,inc case,4,MT,2.9,2.62,EuroCOVIDhub-baseline,2.62,0.36,0.56,0.25,45,1,Malta
All,EuroCOVIDhub-mean,inc case,4,MT,2.9,2.62,EuroCOVIDhub-median,3.07,0.36,0.56,0.25,45,1,Malta
All,EuroCOVIDhub-mean,inc case,4,MT,2.9,2.62,EuroCOVIDhub-All_relative_skill_weighted_median,2.19,0.36,0.56,0.25,45,1,Malta
All,EuroCOVIDhub-mean,inc case,4,MT,2.9,2.62,EuroCOVIDhub-All_relative_skill_weighted_mean,1.34,0.36,0.56,0.25,45,1,Malta
All,EuroCOVIDhub-mean,inc case,4,MT,2.9,2.62,EuroCOVIDhub-mean,1,0.36,0.56,0.25,45,1,Malta
All,EuroCOVIDhub-median,inc case,4,MT,0.9,0.85,EuroCOVIDhub-baseline,0.85,0.44,0.73,-0.11,45,1,Malta
All,EuroCOVIDhub-median,inc case,4,MT,0.9,0.85,EuroCOVIDhub-All_relative_skill_weighted_median,0.71,0.44,0.73,-0.11,45,1,Malta
All,EuroCOVIDhub-median,inc case,4,MT,0.9,0.85,EuroCOVIDhub-All_relative_skill_weighted_mean,0.44,0.44,0.73,-0.11,45,1,Malta
All,EuroCOVIDhub-median,inc case,4,MT,0.9,0.85,EuroCOVIDhub-mean,0.33,0.44,0.73,-0.11,45,1,Malta
All,EuroCOVIDhub-median,inc case,4,MT,0.9,0.85,EuroCOVIDhub-median,1,0.44,0.73,-0.11,45,1,Malta
All,EuroCOVIDhub-baseline,inc death,1,MT,1,1,EuroCOVIDhub-median,1.24,0.5,0.92,0.05,52,1,Malta
All,EuroCOVIDhub-baseline,inc death,1,MT,1,1,EuroCOVIDhub-mean,1.19,0.5,0.92,0.05,52,1,Malta
All,EuroCOVIDhub-baseline,inc death,1,MT,1,1,EuroCOVIDhub-baseline,1,0.5,0.92,0.05,52,1,Malta
All,EuroCOVIDhub-mean,inc death,1,MT,0.81,0.84,EuroCOVIDhub-baseline,0.84,0.75,0.98,0.08,48,1,Malta
All,EuroCOVIDhub-mean,inc death,1,MT,0.81,0.84,EuroCOVIDhub-median,1.04,0.75,0.98,0.08,48,1,Malta
All,EuroCOVIDhub-mean,inc death,1,MT,0.81,0.84,EuroCOVIDhub-mean,1,0.75,0.98,0.08,48,1,Malta
All,EuroCOVIDhub-median,inc death,1,MT,0.85,0.81,EuroCOVIDhub-baseline,0.81,0.71,1,0.02,48,1,Malta
All,EuroCOVIDhub-median,inc death,1,MT,0.85,0.81,EuroCOVIDhub-mean,0.96,0.71,1,0.02,48,1,Malta
All,EuroCOVIDhub-median,inc death,1,MT,0.85,0.81,EuroCOVIDhub-median,1,0.71,1,0.02,48,1,Malta
All,EuroCOVIDhub-baseline,inc death,2,MT,1,1,EuroCOVIDhub-median,1.62,0.65,0.9,0.07,51,1,Malta
All,EuroCOVIDhub-baseline,inc death,2,MT,1,1,EuroCOVIDhub-mean,1.37,0.65,0.9,0.07,51,1,Malta
All,EuroCOVIDhub-baseline,inc death,2,MT,1,1,EuroCOVIDhub-baseline,1,0.65,0.9,0.07,51,1,Malta
All,EuroCOVIDhub-mean,inc death,2,MT,0.63,0.73,EuroCOVIDhub-baseline,0.73,0.72,1,0.19,47,1,Malta
All,EuroCOVIDhub-mean,inc death,2,MT,0.63,0.73,EuroCOVIDhub-median,1.18,0.72,1,0.19,47,1,Malta
All,EuroCOVIDhub-mean,inc death,2,MT,0.63,0.73,EuroCOVIDhub-mean,1,0.72,1,0.19,47,1,Malta
All,EuroCOVIDhub-median,inc death,2,MT,0.58,0.62,EuroCOVIDhub-baseline,0.62,0.72,1,-0.02,47,1,Malta
All,EuroCOVIDhub-median,inc death,2,MT,0.58,0.62,EuroCOVIDhub-mean,0.85,0.72,1,-0.02,47,1,Malta
All,EuroCOVIDhub-median,inc death,2,MT,0.58,0.62,EuroCOVIDhub-median,1,0.72,1,-0.02,47,1,Malta
All,EuroCOVIDhub-baseline,inc death,3,MT,1,1,EuroCOVIDhub-median,1.85,0.66,0.88,0.07,50,1,Malta
All,EuroCOVIDhub-baseline,inc death,3,MT,1,1,EuroCOVIDhub-mean,1.08,0.66,0.88,0.07,50,1,Malta
All,EuroCOVIDhub-baseline,inc death,3,MT,1,1,EuroCOVIDhub-baseline,1,0.66,0.88,0.07,50,1,Malta
All,EuroCOVIDhub-mean,inc death,3,MT,0.75,0.92,EuroCOVIDhub-baseline,0.92,0.63,0.96,0.31,46,1,Malta
All,EuroCOVIDhub-mean,inc death,3,MT,0.75,0.92,EuroCOVIDhub-median,1.71,0.63,0.96,0.31,46,1,Malta
All,EuroCOVIDhub-mean,inc death,3,MT,0.75,0.92,EuroCOVIDhub-mean,1,0.63,0.96,0.31,46,1,Malta
All,EuroCOVIDhub-median,inc death,3,MT,0.53,0.54,EuroCOVIDhub-baseline,0.54,0.67,1,-0.06,46,1,Malta
All,EuroCOVIDhub-median,inc death,3,MT,0.53,0.54,EuroCOVIDhub-mean,0.58,0.67,1,-0.06,46,1,Malta
All,EuroCOVIDhub-median,inc death,3,MT,0.53,0.54,EuroCOVIDhub-median,1,0.67,1,-0.06,46,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,MT,1.13,1.24,EuroCOVIDhub-mean,0.8,0.56,0.91,0.28,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,MT,1.13,1.24,EuroCOVIDhub-baseline,1.24,0.56,0.91,0.28,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,MT,1.13,1.24,EuroCOVIDhub-All_relative_skill_weighted_median,1.7,0.56,0.91,0.28,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,MT,1.13,1.24,EuroCOVIDhub-median,2.29,0.56,0.91,0.28,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,MT,1.13,1.24,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.56,0.91,0.28,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,MT,0.75,0.73,EuroCOVIDhub-mean,0.47,0.67,0.96,0.06,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,MT,0.75,0.73,EuroCOVIDhub-baseline,0.73,0.67,0.96,0.06,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,MT,0.75,0.73,EuroCOVIDhub-median,1.34,0.67,0.96,0.06,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,MT,0.75,0.73,EuroCOVIDhub-All_relative_skill_weighted_mean,0.59,0.67,0.96,0.06,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,MT,0.75,0.73,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.67,0.96,0.06,45,1,Malta
All,EuroCOVIDhub-baseline,inc death,4,MT,1,1,EuroCOVIDhub-median,1.84,0.65,0.88,0.06,49,1,Malta
All,EuroCOVIDhub-baseline,inc death,4,MT,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.37,0.65,0.88,0.06,49,1,Malta
All,EuroCOVIDhub-baseline,inc death,4,MT,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,0.81,0.65,0.88,0.06,49,1,Malta
All,EuroCOVIDhub-baseline,inc death,4,MT,1,1,EuroCOVIDhub-mean,0.64,0.65,0.88,0.06,49,1,Malta
All,EuroCOVIDhub-baseline,inc death,4,MT,1,1,EuroCOVIDhub-baseline,1,0.65,0.88,0.06,49,1,Malta
All,EuroCOVIDhub-mean,inc death,4,MT,1.43,1.55,EuroCOVIDhub-baseline,1.55,0.51,0.89,0.38,45,1,Malta
All,EuroCOVIDhub-mean,inc death,4,MT,1.43,1.55,EuroCOVIDhub-median,2.86,0.51,0.89,0.38,45,1,Malta
All,EuroCOVIDhub-mean,inc death,4,MT,1.43,1.55,EuroCOVIDhub-All_relative_skill_weighted_median,2.13,0.51,0.89,0.38,45,1,Malta
All,EuroCOVIDhub-mean,inc death,4,MT,1.43,1.55,EuroCOVIDhub-All_relative_skill_weighted_mean,1.25,0.51,0.89,0.38,45,1,Malta
All,EuroCOVIDhub-mean,inc death,4,MT,1.43,1.55,EuroCOVIDhub-mean,1,0.51,0.89,0.38,45,1,Malta
All,EuroCOVIDhub-median,inc death,4,MT,0.55,0.54,EuroCOVIDhub-baseline,0.54,0.69,0.96,-0.08,45,1,Malta
All,EuroCOVIDhub-median,inc death,4,MT,0.55,0.54,EuroCOVIDhub-All_relative_skill_weighted_median,0.74,0.69,0.96,-0.08,45,1,Malta
All,EuroCOVIDhub-median,inc death,4,MT,0.55,0.54,EuroCOVIDhub-All_relative_skill_weighted_mean,0.44,0.69,0.96,-0.08,45,1,Malta
All,EuroCOVIDhub-median,inc death,4,MT,0.55,0.54,EuroCOVIDhub-mean,0.35,0.69,0.96,-0.08,45,1,Malta
All,EuroCOVIDhub-median,inc death,4,MT,0.55,0.54,EuroCOVIDhub-median,1,0.69,0.96,-0.08,45,1,Malta
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-baseline,0.6,0.57,0.86,-0.07,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-median,0.94,0.57,0.86,-0.07,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.57,0.86,-0.07,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-mean,1,0.57,0.86,-0.07,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.57,0.86,-0.07,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,NO,0.82,0.61,EuroCOVIDhub-baseline,0.61,0.55,0.86,-0.08,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,NO,0.82,0.61,EuroCOVIDhub-median,0.96,0.55,0.86,-0.08,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,NO,0.82,0.61,EuroCOVIDhub-mean,1.02,0.55,0.86,-0.08,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,NO,0.82,0.61,EuroCOVIDhub-All_relative_skill_weighted_mean,1.02,0.55,0.86,-0.08,42,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,NO,0.82,0.61,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.55,0.86,-0.08,42,1,Norway
All,EuroCOVIDhub-baseline,inc case,1,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.68,0.18,0.56,-0.04,50,1,Norway
All,EuroCOVIDhub-baseline,inc case,1,NO,1,1,EuroCOVIDhub-mean,1.67,0.18,0.56,-0.04,50,1,Norway
All,EuroCOVIDhub-baseline,inc case,1,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.64,0.18,0.56,-0.04,50,1,Norway
All,EuroCOVIDhub-baseline,inc case,1,NO,1,1,EuroCOVIDhub-median,1.57,0.18,0.56,-0.04,50,1,Norway
All,EuroCOVIDhub-baseline,inc case,1,NO,1,1,EuroCOVIDhub-baseline,1,0.18,0.56,-0.04,50,1,Norway
All,EuroCOVIDhub-mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-baseline,0.6,0.54,0.85,-0.07,46,1,Norway
All,EuroCOVIDhub-mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-median,0.94,0.54,0.85,-0.07,46,1,Norway
All,EuroCOVIDhub-mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.54,0.85,-0.07,46,1,Norway
All,EuroCOVIDhub-mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-All_relative_skill_weighted_median,0.98,0.54,0.85,-0.07,46,1,Norway
All,EuroCOVIDhub-mean,inc case,1,NO,0.8,0.6,EuroCOVIDhub-mean,1,0.54,0.85,-0.07,46,1,Norway
All,EuroCOVIDhub-median,inc case,1,NO,0.83,0.64,EuroCOVIDhub-baseline,0.64,0.54,0.87,-0.1,46,1,Norway
All,EuroCOVIDhub-median,inc case,1,NO,0.83,0.64,EuroCOVIDhub-All_relative_skill_weighted_mean,1.06,0.54,0.87,-0.1,46,1,Norway
All,EuroCOVIDhub-median,inc case,1,NO,0.83,0.64,EuroCOVIDhub-mean,1.06,0.54,0.87,-0.1,46,1,Norway
All,EuroCOVIDhub-median,inc case,1,NO,0.83,0.64,EuroCOVIDhub-All_relative_skill_weighted_median,1.04,0.54,0.87,-0.1,46,1,Norway
All,EuroCOVIDhub-median,inc case,1,NO,0.83,0.64,EuroCOVIDhub-median,1,0.54,0.87,-0.1,46,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,NO,0.74,0.61,EuroCOVIDhub-baseline,0.61,0.49,0.71,-0.09,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,NO,0.74,0.61,EuroCOVIDhub-median,0.88,0.49,0.71,-0.09,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,NO,0.74,0.61,EuroCOVIDhub-All_relative_skill_weighted_median,0.96,0.49,0.71,-0.09,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,NO,0.74,0.61,EuroCOVIDhub-mean,0.99,0.49,0.71,-0.09,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,NO,0.74,0.61,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.49,0.71,-0.09,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,NO,0.79,0.64,EuroCOVIDhub-baseline,0.64,0.44,0.73,-0.1,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,NO,0.79,0.64,EuroCOVIDhub-median,0.91,0.44,0.73,-0.1,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,NO,0.79,0.64,EuroCOVIDhub-mean,1.03,0.44,0.73,-0.1,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,NO,0.79,0.64,EuroCOVIDhub-All_relative_skill_weighted_mean,1.04,0.44,0.73,-0.1,41,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,NO,0.79,0.64,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.44,0.73,-0.1,41,1,Norway
All,EuroCOVIDhub-baseline,inc case,2,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.63,0.18,0.49,-0.07,49,1,Norway
All,EuroCOVIDhub-baseline,inc case,2,NO,1,1,EuroCOVIDhub-mean,1.62,0.18,0.49,-0.07,49,1,Norway
All,EuroCOVIDhub-baseline,inc case,2,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.57,0.18,0.49,-0.07,49,1,Norway
All,EuroCOVIDhub-baseline,inc case,2,NO,1,1,EuroCOVIDhub-median,1.44,0.18,0.49,-0.07,49,1,Norway
All,EuroCOVIDhub-baseline,inc case,2,NO,1,1,EuroCOVIDhub-baseline,1,0.18,0.49,-0.07,49,1,Norway
All,EuroCOVIDhub-mean,inc case,2,NO,0.76,0.62,EuroCOVIDhub-baseline,0.62,0.44,0.76,-0.11,45,1,Norway
All,EuroCOVIDhub-mean,inc case,2,NO,0.76,0.62,EuroCOVIDhub-median,0.89,0.44,0.76,-0.11,45,1,Norway
All,EuroCOVIDhub-mean,inc case,2,NO,0.76,0.62,EuroCOVIDhub-All_relative_skill_weighted_mean,1.01,0.44,0.76,-0.11,45,1,Norway
All,EuroCOVIDhub-mean,inc case,2,NO,0.76,0.62,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.44,0.76,-0.11,45,1,Norway
All,EuroCOVIDhub-mean,inc case,2,NO,0.76,0.62,EuroCOVIDhub-mean,1,0.44,0.76,-0.11,45,1,Norway
All,EuroCOVIDhub-median,inc case,2,NO,0.96,0.7,EuroCOVIDhub-baseline,0.7,0.38,0.78,-0.14,45,1,Norway
All,EuroCOVIDhub-median,inc case,2,NO,0.96,0.7,EuroCOVIDhub-All_relative_skill_weighted_mean,1.14,0.38,0.78,-0.14,45,1,Norway
All,EuroCOVIDhub-median,inc case,2,NO,0.96,0.7,EuroCOVIDhub-mean,1.13,0.38,0.78,-0.14,45,1,Norway
All,EuroCOVIDhub-median,inc case,2,NO,0.96,0.7,EuroCOVIDhub-All_relative_skill_weighted_median,1.1,0.38,0.78,-0.14,45,1,Norway
All,EuroCOVIDhub-median,inc case,2,NO,0.96,0.7,EuroCOVIDhub-median,1,0.38,0.78,-0.14,45,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,NO,0.84,0.69,EuroCOVIDhub-baseline,0.7,0.32,0.7,-0.14,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,NO,0.84,0.69,EuroCOVIDhub-median,0.9,0.32,0.7,-0.14,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,NO,0.84,0.69,EuroCOVIDhub-All_relative_skill_weighted_median,0.96,0.32,0.7,-0.14,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,NO,0.84,0.69,EuroCOVIDhub-mean,0.98,0.32,0.7,-0.14,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,NO,0.84,0.69,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.32,0.7,-0.14,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,NO,0.89,0.72,EuroCOVIDhub-baseline,0.73,0.32,0.68,-0.18,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,NO,0.89,0.72,EuroCOVIDhub-median,0.94,0.32,0.68,-0.18,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,NO,0.89,0.72,EuroCOVIDhub-mean,1.03,0.32,0.68,-0.18,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,NO,0.89,0.72,EuroCOVIDhub-All_relative_skill_weighted_mean,1.04,0.32,0.68,-0.18,40,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,NO,0.89,0.72,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.32,0.68,-0.18,40,1,Norway
All,EuroCOVIDhub-baseline,inc case,3,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.44,0.17,0.42,-0.09,48,1,Norway
All,EuroCOVIDhub-baseline,inc case,3,NO,1,1,EuroCOVIDhub-mean,1.44,0.17,0.42,-0.09,48,1,Norway
All,EuroCOVIDhub-baseline,inc case,3,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.38,0.17,0.42,-0.09,48,1,Norway
All,EuroCOVIDhub-baseline,inc case,3,NO,1,1,EuroCOVIDhub-median,1.31,0.17,0.42,-0.09,48,1,Norway
All,EuroCOVIDhub-baseline,inc case,3,NO,1,1,EuroCOVIDhub-baseline,1,0.17,0.42,-0.09,48,1,Norway
All,EuroCOVIDhub-mean,inc case,3,NO,0.85,0.7,EuroCOVIDhub-baseline,0.7,0.32,0.73,-0.17,44,1,Norway
All,EuroCOVIDhub-mean,inc case,3,NO,0.85,0.7,EuroCOVIDhub-median,0.91,0.32,0.73,-0.17,44,1,Norway
All,EuroCOVIDhub-mean,inc case,3,NO,0.85,0.7,EuroCOVIDhub-All_relative_skill_weighted_mean,1.02,0.32,0.73,-0.17,44,1,Norway
All,EuroCOVIDhub-mean,inc case,3,NO,0.85,0.7,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.32,0.73,-0.17,44,1,Norway
All,EuroCOVIDhub-mean,inc case,3,NO,0.85,0.7,EuroCOVIDhub-mean,1,0.32,0.73,-0.17,44,1,Norway
All,EuroCOVIDhub-median,inc case,3,NO,1,0.77,EuroCOVIDhub-baseline,0.76,0.25,0.7,-0.2,44,1,Norway
All,EuroCOVIDhub-median,inc case,3,NO,1,0.77,EuroCOVIDhub-All_relative_skill_weighted_mean,1.11,0.25,0.7,-0.2,44,1,Norway
All,EuroCOVIDhub-median,inc case,3,NO,1,0.77,EuroCOVIDhub-mean,1.1,0.25,0.7,-0.2,44,1,Norway
All,EuroCOVIDhub-median,inc case,3,NO,1,0.77,EuroCOVIDhub-All_relative_skill_weighted_median,1.07,0.25,0.7,-0.2,44,1,Norway
All,EuroCOVIDhub-median,inc case,3,NO,1,0.77,EuroCOVIDhub-median,1,0.25,0.7,-0.2,44,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,NO,0.94,0.77,EuroCOVIDhub-baseline,0.77,0.36,0.69,-0.18,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,NO,0.94,0.77,EuroCOVIDhub-median,0.86,0.36,0.69,-0.18,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,NO,0.94,0.77,EuroCOVIDhub-mean,0.95,0.36,0.69,-0.18,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,NO,0.94,0.77,EuroCOVIDhub-All_relative_skill_weighted_median,0.97,0.36,0.69,-0.18,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,NO,0.94,0.77,EuroCOVIDhub-All_relative_skill_weighted_mean,1,0.36,0.69,-0.18,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,NO,0.94,0.79,EuroCOVIDhub-baseline,0.79,0.38,0.69,-0.21,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,NO,0.94,0.79,EuroCOVIDhub-median,0.88,0.38,0.69,-0.21,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,NO,0.94,0.79,EuroCOVIDhub-mean,0.98,0.38,0.69,-0.21,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,NO,0.94,0.79,EuroCOVIDhub-All_relative_skill_weighted_mean,1.03,0.38,0.69,-0.21,39,1,Norway
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,NO,0.94,0.79,EuroCOVIDhub-All_relative_skill_weighted_median,1,0.38,0.69,-0.21,39,1,Norway
All,EuroCOVIDhub-baseline,inc case,4,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_mean,1.29,0.19,0.4,-0.13,47,1,Norway
All,EuroCOVIDhub-baseline,inc case,4,NO,1,1,EuroCOVIDhub-All_relative_skill_weighted_median,1.26,0.19,0.4,-0.13,47,1,Norway
All,EuroCOVIDhub-baseline,inc case,4,NO,1,1,EuroCOVIDhub-mean,1.26,0.19,0.4,-0.13,47,1,Norway
All,EuroCOVIDhub-baseline,inc case,4,NO,1,1,EuroCOVIDhub-median,1.13,0.19,0.4,-0.13,47,1,Norway
All,EuroCOVIDhub-baseline,inc case,4,NO,1,1,EuroCOVIDhub-baseline,1,0.19,0.4,-0.13,47,1,Norway
