location_name,location,date,value,source,type
Belgium,BE,2021-09-21,60,Public,Scraped
Belgium,BE,2021-09-22,61,Public,Scraped
Belgium,BE,2021-09-23,65,Public,Scraped
Belgium,BE,2021-09-24,32,Public,Scraped
Belgium,BE,2021-09-25,52,Public,Scraped
Belgium,BE,2021-09-26,39,Public,Scraped
Belgium,BE,2021-09-27,55,Public,Scraped
Belgium,BE,2021-09-28,72,Public,Scraped
Belgium,BE,2021-09-29,66,Public,Scraped
Belgium,BE,2021-09-30,64,Public,Scraped
Belgium,BE,2021-10-01,62,Public,Scraped
Belgium,BE,2021-10-02,63,Public,Scraped
Belgium,BE,2021-10-03,44,Public,Scraped
Belgium,BE,2021-10-04,42,Public,Scraped
Belgium,BE,2021-10-05,75,Public,Scraped
Belgium,BE,2021-10-06,62,Public,Scraped
Belgium,BE,2021-10-07,54,Public,Scraped
Belgium,BE,2021-10-08,64,Public,Scraped
Belgium,BE,2021-10-09,53,Public,Scraped
Belgium,BE,2021-10-10,41,Public,Scraped
Belgium,BE,2021-10-11,50,Public,Scraped
Belgium,BE,2021-10-12,70,Public,Scraped
Belgium,BE,2021-10-13,70,Public,Scraped
Belgium,BE,2020-07-02,13,Public,Scraped
Belgium,BE,2020-07-03,6,Public,Scraped
Belgium,BE,2020-07-04,16,Public,Scraped
Belgium,BE,2020-07-05,7,Public,Scraped
Belgium,BE,2020-07-06,10,Public,Scraped
Belgium,BE,2020-07-07,17,Public,Scraped
Belgium,BE,2020-07-08,9,Public,Scraped
Belgium,BE,2020-07-09,11,Public,Scraped
Belgium,BE,2020-07-10,6,Public,Scraped
Belgium,BE,2020-07-11,11,Public,Scraped
Belgium,BE,2021-05-21,127,Public,Scraped
Belgium,BE,2021-05-22,123,Public,Scraped
Belgium,BE,2021-05-23,88,Public,Scraped
Belgium,BE,2021-05-24,76,Public,Scraped
Belgium,BE,2021-05-25,90,Public,Scraped
Belgium,BE,2021-05-26,110,Public,Scraped
Belgium,BE,2021-05-27,91,Public,Scraped
