location_name,location,date,value,source,type
United Kingdom,GB,2021-06-13,224,Hub,Scraped
United Kingdom,GB,2021-06-12,179,Hub,Scraped
United Kingdom,GB,2021-06-11,179,Hub,Scraped
United Kingdom,GB,2021-06-10,202,Hub,Scraped
United Kingdom,GB,2021-06-09,194,Hub,Scraped
United Kingdom,GB,2021-06-08,191,Hub,Scraped
United Kingdom,GB,2021-06-07,176,Hub,Scraped
United Kingdom,GB,2021-06-06,156,Hub,Scraped
United Kingdom,GB,2021-06-05,128,Hub,Scraped
United Kingdom,GB,2021-06-04,126,Hub,Scraped
United Kingdom,GB,2021-06-03,133,Hub,Scraped
United Kingdom,GB,2021-06-02,132,Hub,Scraped
United Kingdom,GB,2021-06-01,155,Hub,Scraped
United Kingdom,GB,2021-05-31,129,Hub,Scraped
United Kingdom,GB,2021-05-30,114,Hub,Scraped
United Kingdom,GB,2021-05-29,104,Hub,Scraped
United Kingdom,GB,2021-05-28,142,Hub,Scraped
United Kingdom,GB,2021-05-27,127,Hub,Scraped
United Kingdom,GB,2021-05-26,133,Hub,Scraped
United Kingdom,GB,2021-05-25,138,Hub,Scraped
United Kingdom,GB,2021-05-24,139,Hub,Scraped
United Kingdom,GB,2021-05-23,117,Hub,Scraped
United Kingdom,GB,2021-05-22,119,Hub,Scraped
United Kingdom,GB,2021-05-21,125,Hub,Scraped
United Kingdom,GB,2021-05-20,134,Hub,Scraped
United Kingdom,GB,2021-05-19,129,Hub,Scraped
United Kingdom,GB,2021-05-18,131,Hub,Scraped
United Kingdom,GB,2021-05-17,104,Hub,Scraped
United Kingdom,GB,2021-05-16,80,Hub,Scraped
United Kingdom,GB,2021-05-15,92,Hub,Scraped
United Kingdom,GB,2021-05-14,93,Hub,Scraped
United Kingdom,GB,2021-05-13,109,Hub,Scraped
United Kingdom,GB,2021-05-12,121,Hub,Scraped
United Kingdom,GB,2021-05-11,115,Hub,Scraped
United Kingdom,GB,2021-05-10,104,Hub,Scraped
United Kingdom,GB,2021-05-09,105,Hub,Scraped
United Kingdom,GB,2021-05-08,109,Hub,Scraped
United Kingdom,GB,2021-05-07,105,Hub,Scraped
United Kingdom,GB,2021-05-06,125,Hub,Scraped
United Kingdom,GB,2021-05-05,122,Hub,Scraped
United Kingdom,GB,2021-05-04,105,Hub,Scraped
United Kingdom,GB,2021-05-03,125,Hub,Scraped
United Kingdom,GB,2021-05-02,120,Hub,Scraped
United Kingdom,GB,2021-05-01,101,Hub,Scraped
United Kingdom,GB,2021-04-30,112,Hub,Scraped
United Kingdom,GB,2021-04-29,103,Hub,Scraped
United Kingdom,GB,2021-04-28,113,Hub,Scraped
United Kingdom,GB,2021-04-27,169,Hub,Scraped
United Kingdom,GB,2021-04-26,136,Hub,Scraped
United Kingdom,GB,2021-04-25,138,Hub,Scraped
United Kingdom,GB,2021-04-24,129,Hub,Scraped
United Kingdom,GB,2021-04-23,155,Hub,Scraped
United Kingdom,GB,2021-04-22,122,Hub,Scraped
United Kingdom,GB,2021-04-21,172,Hub,Scraped
